path,line,literal,context,classification,action,evidence
src/modelcypher/core/domain/cache/base_cache.py,301,0,oldest = self._order.pop(0),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/base_cache.py,307,2,cutoff = now - self._WSS_WINDOW_SECONDS * 2  # Keep 2x window for hysteresis,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/base_cache.py,307,2,cutoff = now - self._WSS_WINDOW_SECONDS * 2  # Keep 2x window for hysteresis,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/base_cache.py,317,10,Uses xxhash for ~10-50× faster hashing than SHA256.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/base_cache.py,317,50,Uses xxhash for ~10-50× faster hashing than SHA256.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/base_cache.py,317,56,Uses xxhash for ~10-50× faster hashing than SHA256.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/base_cache.py,324,16,16-character hex hash,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/base_cache.py,327,4,return xxhash.xxh64(content.encode()).hexdigest()[:16],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/base_cache.py,327,16,return xxhash.xxh64(content.encode()).hexdigest()[:16],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,1,2025,# Copyright (C) 2025 EthyrosAI LLC / Jason Kempf,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,7,3,"# the Free Software Foundation, either version 3 of the License, or",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,70,0,hits: int = 0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,71,0,misses: int = 0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,72,0,evictions: int = 0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,73,0.0,total_compute_time_saved_ms: float = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,79,0,return self.hits / total if total > 0 else 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,79,0.0,return self.hits / total if total > 0 else 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,89,1,access_count: int = 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,90,0.0,compute_time_ms: float = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,128,200,"max_gram_entries: int = 200,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,129,1024,"max_geodesic_entries: int = 1024,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,130,128,"max_svd_entries: int = 128,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,131,1024,"max_frechet_entries: int = 1024,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,132,256,"max_basis_entries: int = 256,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,133,1024,"max_kmin_entries: int = 1024,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,134,200,"max_centered_gram_entries: int = 200,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,135,256,"max_chord_entries: int = 256,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,136,128,"max_stitch_entries: int = 128,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,137,64,"max_pinv_entries: int = 64,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,138,256,"max_spectral_entries: int = 256,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,144,16,16-64 GB RAM. The sizing rationale:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,144,64,16-64 GB RAM. The sizing rationale:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,146,200,- Gram/centered_gram (200 each): O(n²) memory per entry where n=samples.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,147,1024,For 1024 samples: ~8MB per entry × 200 = ~1.6GB max.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,147,8,For 1024 samples: ~8MB per entry × 200 = ~1.6GB max.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,147,200,For 1024 samples: ~8MB per entry × 200 = ~1.6GB max.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,147,1.6,For 1024 samples: ~8MB per entry × 200 = ~1.6GB max.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,148,128,"- SVD (128): Stores U, S, Vt. For 1024×4096: ~150MB per entry × 128 = ~19GB max.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,148,1024,"- SVD (128): Stores U, S, Vt. For 1024×4096: ~150MB per entry × 128 = ~19GB max.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,148,4096,"- SVD (128): Stores U, S, Vt. For 1024×4096: ~150MB per entry × 128 = ~19GB max.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,148,150,"- SVD (128): Stores U, S, Vt. For 1024×4096: ~150MB per entry × 128 = ~19GB max.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,148,128,"- SVD (128): Stores U, S, Vt. For 1024×4096: ~150MB per entry × 128 = ~19GB max.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,148,19,"- SVD (128): Stores U, S, Vt. For 1024×4096: ~150MB per entry × 128 = ~19GB max.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,149,1024,"- Geodesic/frechet/kmin (1024): Sparse or scalar results, ~1KB-1MB each.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,149,1,"- Geodesic/frechet/kmin (1024): Sparse or scalar results, ~1KB-1MB each.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,149,1,"- Geodesic/frechet/kmin (1024): Sparse or scalar results, ~1KB-1MB each.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,150,256,"- Basis (256): Orthonormal bases, ~10MB per entry × 256 = ~2.5GB max.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,150,10,"- Basis (256): Orthonormal bases, ~10MB per entry × 256 = ~2.5GB max.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,150,256,"- Basis (256): Orthonormal bases, ~10MB per entry × 256 = ~2.5GB max.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,150,2.5,"- Basis (256): Orthonormal bases, ~10MB per entry × 256 = ~2.5GB max.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,151,256,"- Chord/stitch (256/128): Distance matrices and transforms, moderate size.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,151,128,"- Chord/stitch (256/128): Distance matrices and transforms, moderate size.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,152,64,"- Pinv (64): Pseudoinverses can be large, limited count.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,155,8000,available_mb = 8000  # or detect at runtime,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,156,8000,entry_size_kb = 8000  # estimate for your use case,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,157,1024,max_entries = available_mb * 1024 // entry_size_kb,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,186,1,# Using OrderedDict for O(1) move_to_end() and eviction,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,230,500,# geometric constant. 500 accommodates the largest models in the,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,231,8,# pipeline (Qwen3-8B has 252 weight matrices × ~2 lookups each).,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,231,252,# pipeline (Qwen3-8B has 252 weight matrices × ~2 lookups each).,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,231,2,# pipeline (Qwen3-8B has 252 weight matrices × ~2 lookups each).,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,233,500,self._max_id_cache_entries = 500,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,243,3,return type(backend).__name__[:3].lower(),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,257,16,16-character hex hash,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,284,1,n_elements = 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,290,1,"flat = backend.reshape(arr, (-1,))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/cache/computation_cache.py,291,0,flat_len = int(flat.shape[0]),STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/cache/computation_cache.py,293,1000,if n_elements <= 1000:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,295,8,# This is ~8× faster than converting to hex and back,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,296,1,# Use native tolist() for O(1) extraction instead of O(n) scalar extractions,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,303,10,# xxhash is ~10-50× faster than SHA256 for non-cryptographic hashing,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,303,50,# xxhash is ~10-50× faster than SHA256 for non-cryptographic hashing,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,303,56,# xxhash is ~10-50× faster than SHA256 for non-cryptographic hashing,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,304,4,return xxhash.xxh64(shape_bytes + content_bytes).hexdigest()[:16],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,304,16,return xxhash.xxh64(shape_bytes + content_bytes).hexdigest()[:16],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,307,40,# This is the critical optimization: we only extract ~40 values instead of all,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,311,8,# First 8 indices,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,312,8,"sample_indices.extend(range(min(8, flat_len)))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,313,8,# Last 8 indices,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,314,0,"sample_indices.extend(range(max(0, flat_len - 8), flat_len))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/cache/computation_cache.py,314,8,"sample_indices.extend(range(max(0, flat_len - 8), flat_len))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,315,8,# Middle 8 indices,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,316,2,mid = flat_len // 2,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,317,4,"for offset in range(-4, 4):",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,317,4,"for offset in range(-4, 4):",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/cache/computation_cache.py,319,0,if 0 <= idx < flat_len and idx not in sample_indices:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
